V1	V2	V3	V4	V5	V6	V7	V8	feature_tmp_anno_homer_anchor1	feature_tmp_anno_homer_anchor2	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor1	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor2	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor1	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor2	feature_tmp_HCT-H3k36me3_anchor1	feature_tmp_HCT-H3k36me3_anchor2	feature_tmp_HCT-H3k4me2_anchor1	feature_tmp_HCT-H3k4me2_anchor2	feature_tmp_HCT-H3k79me2_anchor1	feature_tmp_HCT-H3k79me2_anchor2	feature_tmp_HCT-H3k9ac_anchor1	feature_tmp_HCT-H3k9ac_anchor2	feature_tmp_HCT-H3k9me3_anchor1	feature_tmp_HCT-H3k9me3_anchor2	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor1	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor2	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor2	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor2	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor1	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor2	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor1	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor2	feature_tmp_RNA-seq-peaks.txt_anchor1	feature_tmp_RNA-seq-peaks.txt_anchor2
chr13	41836519	41838563	chr13	42678888	42681648	loop_name_503	1	276	31910	0	0	135.328003	0	0	0	19.35342	8.68909	2.72684	5.05722	15.26297	8.10385	0	0	0	0	217.21	0	3.33522	4.5893	0	9.17044	0	0	0	0	238.21	0	0	0	0	0
chr20	48290192	48297703	chr20	48767113	48771411	loop_name_504	1	36473	1073	0	0	39.87155	143.025205	1.89323	6.04057	26.02442	54.84549	30.26841	34.7069	11.85129	80.97417	0	0	12	10	0	0	5.11724	7.70095	13.36263	12.00711	155.05	0	102.59	137.34	0	191.84	0	4877022976	0	0
chr6	27123974	27126349	chr6	28804841	28808331	loop_name_505	1	9757	24868	0	0	35.67121	80.925903	0	0	15.66144	26.42106	0	0	10.4386	16.47293	0	0	38	80	0	0	4.78435	3.27621	0	0	0	0	123.64	460.06	121.18	932.16	0	633746077	30	0
chr6	133418266	133424821	chr6	134060750	134068957	loop_name_506	1	12325	77431	0	10	0	21.314831	0	0	15.92535	26.11655	0	0	10.13603	25.09709	0	0	0	0	0	478.49	5.61514	12.10287	3.45005	7.54752	505.97	632.99	0	0	0	160.23	0	0	45.5	0
chr7	100208975	100211262	chr7	100270396	100273938	loop_name_507	2	5	804	0	0	97.690201	116.882004	0	0	34.16458	31.40382	0	24.34228	14.0052	36.80132	0	0	17	0	575.97	0	7.7281	14.18025	3.737	0	0	0	0	0	339.01	307.02	2405039282	10328092949	76	0
chr6	42191260	42196391	chr6	43019678	43023047	loop_name_508	1	8193	320	0	0	31.251839	128.30781	0	8.05485	18.1726	32.45477	0	8.71607	10.70681	55.60736	0	0	0	7	0	150.71	8.59305	10.22915	15.27958	0	1209.34	0	324.33	0	687.34	567.65	0	258129580	78.5	162
chr10	75690787	75693632	chr10	75756776	75760386	loop_name_509	1	9675	709	0	0	20.60501	141.636993	0	7.80236	30.71556	20.49514	0	18.07357	29.91886	65.74435	0	0	0	26	0	0	19.27593	5.44599	13.83965	2.78117	144.56	0	0	0	443.74	679.59	0	2803046782	0	283
chr2	27254872	27257222	chr2	28020675	28025024	loop_name_510	1	273	28266	0	0	136.725006	2.14003	0	0	21.01454	15.95468	15.49826	0	36.10647	14.62633	0	0	10	0	0	0	5.96648	5.10112	3.2179	6.39021	0	364.23	0	0	1066.53	0	953953042	0	138.5	0
chr6	119466589	119470487	chr6	119557823	119564632	loop_name_511	1	1820	90870	0	0	12.077	37.6292	0	0	21.30391	4.12945	0	0	9.3531	0	0	0	34	101	106.11	0	6.51903	7.06408	8.19696	11.194	553.65	0	197.24	0	237.6	0	0	0	0	0
chr3	185404818	185408949	chr3	185502403	185506565	loop_name_512	1	24156	18792	0	0	11.62075	15.6259	5.25803	5.68737	20.40812	18.95038	14.72358	36.26725	12.04584	14.81941	0	0	0	0	0	0	7.88381	9.67972	15.38453	19.49762	574.92	0	0	0	383.79	329.32	370814917	0	118	0
chr9	114392090	114396038	chr9	114802656	114805557	loop_name_513	1	432	109727	0	11	130.947998	7.6432	0	0	17.60023	13.00442	13.7882	0	56.66596	13.52414	0	0	0	0	0	0	11.20638	2.29539	0	6.32851	0	378.09	0	172.53	903.15	473.93	3660592534	0	0	53
chr19	1019747	1022627	chr19	1179606	1185316	loop_name_514	1	46	8179	9	0	113.478071	26.99308	4.47978	0	41.20984	43.44872	24.59067	0	72.61335	34.96698	0	0	6	8	0	122.75	8.52036	12.55053	5.70003	10.78731	0	125.78	222.63	234.73	2621.13	775.18	77575211	11832102	296.5	0
chr6	34201103	34217439	chr6	34623679	34627328	loop_name_515	2	821	38427	0	0	168.398994	29.821501	18.2867	0	114.38592	24.6279	43.15375	23.93133	126.907	25.18387	0	0	145	0	0	0	10.12149	11.8222	15.65216	13.37914	319.46	0	255.58	0	2686.22	0	8004540283	0	1865	0
chr16	89523956	89526050	chr16	89624227	89635139	loop_name_516	2	27677	1845	0	0	2.14003	122.098	4.77409	13.57648	5.44679	26.19814	11.14004	19.09141	0	43.20719	0	0	0	108	0	0	6.92182	17.56912	4.56926	7.5897	0	0	0	129	0	2815.44	0	8604431382	0	1210
chr8	144812320	144824502	chr8	145112743	145116701	loop_name_517	1	2101	884	0	0	242.142602	87.466202	11.93972	7.46631	87.24105	37.13166	31.33197	4.90199	121.50011	54.38222	0	0	216	0	0	0	43.37737	11.63864	16.34806	5.33516	0	0	278.2	0	1277.69	554.05	28529164291	16252929025	173	68
chr6	53656341	53661996	chr6	54833005	54838803	loop_name_518	1	609	124335	0	0	124.054001	0	0	0	31.47282	9.78796	9.9174	0	24.38826	6.78622	0	0	12	0	0	0	7.97155	2.57203	7.46634	3.12051	0	592.87	445.32	163.25	587.52	188.08	4883066734	0	62	0
chr16	836895	840885	chr16	844816	846800	loop_name_519	2	268	4925	0	0	224.828033	6.39872	17.66509	2.96572	64.05473	12.64067	26.57779	0	81.16633	10.99037	0	0	0	0	0	0	16.14447	5.19136	0	4.12976	0	0	0	0	111.34	184.03	84634508	17761485	0	0
chr15	51890816	51894618	chr15	51912633	51916147	loop_name_520	1	22250	577	0	0	9.24853	142.914001	0	0	27.21433	25.49325	12.97882	7.61979	6.4162	29.43911	0	0	0	12	0	0	6.20577	7.04536	9.40553	4.43447	420.89	0	0	0	0	122.15	0	1765112623	0	38
chr14	77488129	77497310	chr14	78225766	78228962	loop_name_521	1	2322	133	0	10	105.743491	152.869995	12.60667	0	46.65719	24.5131	21.58101	10.47288	58.61246	40.54102	0	0	14	22	0	0	20.90875	2.31882	10.984	0	0	0	0	0	683.69	1803.02	11856526213	860498979	339	0
chr3	139015463	139040952	chr3	139250985	139255518	loop_name_522	2	34653	5419	0	0	19.92732	12.21713	0	5.4284	48.4798	30.55126	15.86275	17.36785	61.20661	10.08235	0	0	105	0	0	0	44.97307	7.47971	33.7232	5.89819	141.9	115.43	176.41	195.85	2462.34	0	0	0	140	0
chr5	138058759	138062628	chr5	138087406	138091492	loop_name_523	2	28304	62	0	0	8.62527	131.423004	0	0	20.26301	48.09359	0	17.14993	4.59796	42.80453	0	0	53	33	0	0	4.97834	16.50742	10.84962	13.01984	0	0	0	0	350.45	520	0	13532742836	0	0
chr11	57433553	57437718	chr11	59381600	59384177	loop_name_524	1	162	728	0	0	141.136002	180.191997	0	0	23.01139	18.76152	11.60792	8.86877	40.93504	33.29931	0	0	22	0	227.06	0	8.36491	4.1998	0	6.47776	0	0	0	0	814.11	705.95	4422541611	2969152933	0	0
chr6	28723503	28727827	chr6	28861370	28866126	loop_name_525	1	103413	559	0	0	38.338902	101.983002	0	0	25.61962	29.69185	0	0	18.92392	32.0118	0	0	0	13	0	113.74	4.19556	6.77963	4.03515	4.01031	0	0	319.05	0	470.34	847.02	57451583	317511337	0	0
chr16	66555044	66557507	chr16	66582471	66587396	loop_name_526	6	27452	619	0	0	2.14003	195.921005	0	0	10.67204	29.02262	0	6.15757	3.48128	51.77153	0	0	0	65	0	0	3.11061	11.6844	4.28185	6.0329	243.43	0	120.86	390.05	0	813.46	199669910	4394534117	0	177
chr1	193082961	193086243	chr1	193089967	193093671	loop_name_527	2	6486	731	0	0	6.39872	141.815994	0	2.31476	14.10927	20.89697	0	16.8473	6.89256	34.89206	0	0	0	125	0	0	2.64	7.19627	2.5707	0	530.1	0	0	399.13	246.45	2493.89	0	772362881	0	175
chr16	31145122	31148037	chr16	31518332	31521345	loop_name_528	1	503	99	0	0	112.484812	148.914993	0	0	41.18992	17.7189	9.16118	11.51325	26.23867	48.86264	0	0	16	0	0	580.05	3.5674	5.50196	5.15603	0	0	0	0	142.28	0	1287.23	218026893	1040149206	97.5	97.5
chr17	72731885	72735372	chr17	72744172	72748157	loop_name_529	1	273	1413	0	0	84.955704	129.048027	0	3.2761	38.92445	30.64122	0	14.86616	11.37242	32.86414	0	0	144	14	0	0	2.86156	4.75902	2.65727	3.61722	0	0	0	0	0	532.87	4509454544	5892341876	0	181
chr2	65023575	65025807	chr2	65091406	65093607	loop_name_530	1	66074	1742	0	0	0	36.919399	0	0	8.39257	33.85678	0	0	2.80591	26.26318	0	0	0	23	0	0	4.46348	7.00353	10.73605	5.2512	0	0	0	0	0	175.17	0	2798974087	0	0
chr5	16888801	16891167	chr5	16934411	16937072	loop_name_531	1	46401	643	13	17.5	17.65307	125.038002	0	0	30.23399	29.7055	21.48135	13.5269	5.48481	46.23963	0	0	0	0	0	0	4.84519	10.04611	6.67823	7.14457	132.65	0	0	179.72	0	0	0	1608924144	0	108
chr19	13226197	13230312	chr19	13946391	13967246	loop_name_532	3	670	9346	0	29	138.334	171.662643	6.27967	15.96073	47.37478	137.64821	33.71579	39.19097	118.81777	96.38576	0	0	0	24	109.58	0	15.73883	32.23475	0	41.90019	0	176.02	439.49	0	4552.73	2599.2	899563610	2414376603	334	0
chr19	18389010	18394615	chr19	18410826	18412880	loop_name_533	3	653	18966	0	0	175.007999	7.79175	3.28513	0	98.58328	27.04524	26.54655	0	120.29678	14.1225	0	0	99	0	0	0	18.94541	2.79815	8.24882	4.38759	0	0	0	0	923.65	0	1673676116	18410923	895	0
chr3	45146029	45149384	chr3	45159916	45169591	loop_name_534	7	40207	23160	16	29.5	4.97916	32.6845	17.9188	23.16848	11.49548	26.24769	10.85442	20.63449	6.44684	31.27381	0	0	0	12	0	0	7.7234	13.32007	11.92741	21.59478	152.56	718.5	0	0	143.26	361.04	0	0	0	361
chr7	24858822	24868137	chr7	25008078	25014719	loop_name_535	2	65841	8432	0	0	29.33327	32.692759	2.78238	0	37.98959	34.7387	2.46736	28.38147	31.15872	23.96216	0	0	104	0	0	0	17.68199	11.61153	5.0576	10.28513	787.85	0	289.64	0	567.8	342.57	0	0	0	0
chr3	133918073	133922142	chr3	133967592	133972291	loop_name_536	3	49478	356	0	0	9.23785	101.891998	5.90519	0	17.63725	49.52654	7.37505	12.45575	10.09474	40.69223	0	0	0	0	0	0	5.40681	7.05091	3.22581	0	554.11	0	0	297.81	0	224.69	0	13129021180	117	38
chr10	72055485	72057256	chr10	72330521	72341130	loop_name_537	1	12921	26718	0	16	0	7.19707	0	5.52073	12.43388	20.50249	0	0	5.29594	37.26514	0	0	0	0	0	204.69	4.4908	26.26516	0	17.4994	0	1521.8	0	221.38	0	711.39	0	0	0	0
chr3	155521915	155525406	chr3	155569444	155573833	loop_name_538	1	415	609	0	0	107.898003	152.647564	0	3.61759	23.10428	19.10269	0	11.05691	47.28772	63.08923	0	0	94	11	0	0	4.24761	5.87313	0	3.43392	0	0	299.9	309.34	1514.21	858.3	5598862204	1866861464	32.5	382
chr13	31003183	31007191	chr13	31037365	31042165	loop_name_539	2	8562	337	0	0	13.4965	140.144757	0	10.13578	23.47125	50.43043	0	27.96349	9.94378	79.75757	0	0	0	0	0	0	17.89403	14.57501	12.63638	3.47455	844.73	0	0	165.72	0	1712.56	0	4066153673	0	0
chr2	62683237	62686875	chr2	62998473	63003858	loop_name_540	10	48548	67134	0	0	25.57353	0	0	6.70214	32.94732	15.38735	0	25.36243	18.81295	9.08901	0	0	100	41	0	0	4.1259	4.55725	2.74991	4.59076	0	0	130.75	0	183.48	0	940265595	0	0	0
chr6	31460960	31466760	chr6	31830451	31833048	loop_name_541	1	1202	1041	14	0	263.308898	116.718002	0	0	51.97845	35.69793	9.19045	0	36.25239	33.92787	0	0	71	23	0	0	16.034	3.60085	3.61715	0	0	0	0	129.31	270.86	539.27	566389080	1082254695	21.5	0
chr22	18110360	18112933	chr22	18559580	18562675	loop_name_542	1	59	368	0	0	143.259995	144.886993	4.47978	3.80384	21.72902	16.23442	20.99052	12.75166	66.67766	34.81279	0	0	0	0	205.96	535.62	6.78768	3.63555	0	0	0	0	0	140.23	0	840.75	597677176	1225025459	0	50.5
chr6	159106626	159109059	chr6	159134029	159161861	loop_name_543	8	23408	37840	32	40	48.985699	61.43101	4.99282	53.82334	11.43995	83.18384	2.70389	84.51521	9.34643	89.99994	3.50893	4.38921	0	162	0	316.34	5.84754	61.32809	4.5334	35.15837	0	669.18	113.67	239.03	147.49	3030.61	159108036	159138418	647	468
chr16	30581371	30584465	chr16	30771622	30774898	loop_name_544	1	810	305	0	0	132.904007	130.001999	0	8.39991	34.29718	28.03823	0	15.04776	25.12778	30.25112	0	0	0	0	120.38	0	7.95343	14.59794	0	0	0	0	0	0	3100	3100	917475359	1446333043	77	282
chr8	126224027	126234849	chr8	126402193	126405275	loop_name_545	1	125373	38829	0	0	30.39349	5.76673	0	0	54.62268	10.7037	46.59449	0	58.72204	2.45548	0	0	0	0	0	0	47.66365	4.29633	44.10697	18.31668	1243.64	0	0	0	706.86	0	0	0	0	0
chr7	99677857	99681007	chr7	100025098	100029397	loop_name_546	1	45	6	0	0	128.257996	102.808998	0	5.47529	23.41631	24.92531	15.40627	8.25272	22.45669	35.34646	0	1.80834	60	6	0	0	10.73441	16.59636	0	0	0	0	357.17	662.32	947.12	2499.11	3289416882	8902489519	0	351
chr7	868825	874488	chr7	1013783	1015883	loop_name_547	2	485	402	0	0	54.6746	143.431	10.45129	0	30.28666	34.68224	39.6817	21.1132	27.49293	50.05771	0	0	0	0	0	0	20.99107	7.4521	21.16772	0	795.43	0	461.02	0	0	1429.38	5243848	63954671	112	0
chr11	6339270	6344193	chr11	6702783	6705733	loop_name_548	1	8	374	0	25.5	73.128909	155.589005	0	5.69007	26.54192	30.39236	0	18.07769	29.05437	53.30131	0	0	0	68	0	0	5.7464	3.09335	7.04966	0	0	0	153.8	172.54	206.7	697.01	95109030	46934693	170	924
chr9	131444564	131449412	chr9	132220652	132224356	loop_name_549	1	377	28435	0	0	123.359001	68.834671	0	0	23.28175	25.26675	29.02354	0	64.42291	23.28856	0	0	0	0	0	0	12.32086	32.84735	9.12566	16.25515	0	0	222.22	0	245.47	424.77	920126333	6346683496	349	0
chr7	92260982	92265782	chr7	92460550	92466323	loop_name_550	1	43674	173	0	13.5	18.64559	118.039001	0	8.33368	23.01493	37.41366	11.92547	22.41349	13.98396	29.81748	0	0	0	100	0	224.36	4.31165	9.2825	5.30367	5.35567	828.45	0	511.79	991.22	0	557.21	0	5178024342	61	96
chr1	39648729	39651323	chr1	39856555	39866525	loop_name_551	3	100187	13636	0	0	4.41446	38.44956	0	0	19.51589	43.57661	3.32993	19.81576	16.95177	30.30136	0	0	22	0	0	272.98	4.31776	19.79109	5.50044	17.00385	749.84	1166.67	310.93	348.13	224.62	699.61	0	0	0	0
chr15	41622838	41626871	chr15	41784279	41786933	loop_name_552	1	36	450	0	0	169.956498	51.824799	3.1389	0	24.19107	25.94963	28.14478	0	64.25739	22.95136	0	0	48	0	0	0	19.39282	4.88533	0	4.26135	0	0	0	378.08	2295.43	0	1123877355	3677186640	485	0
chr19	44172266	44176059	chr19	44203311	44206981	loop_name_553	3	335	15068	0	0	137.552994	30.541991	2.57516	0	30.55126	30.75396	18.44736	0	42.89909	22.00058	0	0	44	0	0	162.2	3.80843	2.18581	11.98418	5.10805	0	0	0	206.9	238.77	324.62	883475418	353631386	79	0
chr5	137876994	137880913	chr5	137909536	137912798	loop_name_554	1	35	151	0	0	153.417999	157.313995	8.53578	2.89767	57.89163	18.40097	41.5502	18.46816	93.03388	50.67732	0	0	0	18	136.88	0	10.35	15.65738	4.42005	10.8011	0	0	131.46	928.63	1509.63	1885.25	8548479154	1379112806	201	344
chr17	40669248	40674486	chr17	40728440	40731612	loop_name_555	1	5661	177	0	0	9.23785	126.585999	5.68174	0	21.65257	28.92588	0	14.28238	12.34757	60.9814	0	0	131	93	0	0	9.55186	6.09707	10.41214	0	164.49	0	0	0	288.91	495.87	0	2403054006	141.5	0
chr1	45139293	45144910	chr1	46392977	46396816	loop_name_556	1	1708	64877	0	24	90.981086	8.70674	0	0	36.71932	13.43609	0	8.35639	19.66644	12.77306	0	0	55	0	0	0	8.00412	5.10687	5.03041	8.09982	0	300.84	0	133.26	118.33	151.97	315980337	0	0	0
chr13	73907918	73910857	chr13	73994376	73998255	loop_name_557	2	228993	142065	0	0	4.97916	8.58192	0	0	10.53336	9.04035	0	0	6.11003	4.29895	0	0	0	0	0	0	5.33064	7.54909	4.69773	3.0793	305.52	611.38	0	0	0	0	0	0	0	0
chr19	3711666	3714283	chr19	3727431	3729927	loop_name_558	3	4640	6982	0	0	17.72701	15.46073	0	0	20.41157	15.52812	0	0	8.04296	17.54861	0	0	0	0	0	0	4.38415	5.43171	3.70261	7.00773	0	0	0	107.24	0	0	18564558	26100571	0	26.5
chr6	30734414	30739391	chr6	30844630	30847120	loop_name_559	2	2301	4515	0	0	22.86332	14.9161	0	0	32.64038	21.63829	0	0	34.40721	13.57437	0	0	0	111	0	0	17.81143	3.45021	13.29705	3.45005	276.25	229.43	0	0	476.64	370.7	0	61691416	0	0
chr12	88534387	88537295	chr12	89362085	89365372	loop_name_560	1	152	49740	0	0	147.514999	47.576759	0	5.49352	27.91537	12.24127	10.78698	13.208	36.70006	19.38049	0	0	0	0	0	0	1.97765	3.672	0	2.25446	0	0	0	0	644.5	0	619751361	0	230	173
chr6	170121535	170126215	chr6	170860592	170864794	loop_name_561	2	231	276	11	0	149.921795	153.251999	0	0	49.09525	27.8609	11.54201	39.0835	52.86982	59.66804	0	0	0	0	0	441.6	16.9989	7.74409	7.83477	2.99099	0	0	113.52	0	306.61	3627.36	23477170177	512586283	0	505
chr12	56389501	56392105	chr12	56650081	56653373	loop_name_562	1	240	416	0	0	121.846001	122.690002	3.2354	3.95873	23.86719	35.98853	2.98069	9.62145	19.80728	37.8009	0	0	52	53	0	0	3.10488	3.99875	0	7.04664	0	0	0	0	392.2	303.78	733081776	3795684106	0	0
chr9	111796963	111801468	chr9	111859137	111862235	loop_name_563	1	9362	21539	0	0	0	0	5.04857	6.39986	16.23528	6.58233	9.68873	7.8375	2.9154	4.67447	0	0	0	22	0	0	6.15323	3.42466	14.16754	10.0834	341.3	0	109.56	0	136.18	0	0	0	102	0
chr17	43393054	43400063	chr17	43660112	43664873	loop_name_564	1	2129	16735	0	0	113.116921	135.286299	2.3369	2.59352	58.13548	16.6095	17.89292	7.29252	83.0629	31.77554	0	0	0	77	0	0	21.3872	6.29414	4.90627	0	258.99	0	0	0	178.61	1722.35	2126322165	392960694	95	0
chr2	74708477	74711648	chr2	74780376	74783869	loop_name_565	3	137	836	0	0	95.664497	135.466995	4.1209	3.98203	12.83394	31.4325	15.212	7.01715	33.90468	53.05109	0	0	80	0	0	0	11.29818	12.69966	5.56945	0	0	0	0	0	3100	410.46	1942453440	6057326515	28.5	0
chr2	47229575	47232684	chr2	47315129	47317292	loop_name_566	2	62136	66306	0	0	6.4094	5.68894	0	0	14.59756	11.25116	0	6.36604	8.00544	4.5501	0	0	0	11	0	0	3.0971	4.00802	4.38805	6.5297	0	0	0	0	169.67	0	0	0	0	0
chr14	91525447	91528323	chr14	91579139	91582679	loop_name_567	1	108	70	0	0	122.633003	132.511002	0	0	53.0872	22.31659	5.55471	4.46211	44.77665	23.42301	0	0	0	0	0	0	5.81102	7.6421	2.89093	7.92641	0	0	256.77	230.22	372.24	201.65	1098316533	91582106	228	100
chr16	29953115	29958120	chr16	30417747	30421659	loop_name_568	1	17733	968	0	17	38.779501	92.689423	0	5.66509	30.21352	32.03759	0	16.26382	10.80421	42.90757	0	0	18	135	0	0	15.82967	19.53115	8.84286	4.31232	136.76	0	0	192.36	512	157.48	0	1916388009	0	0
chr8	126706903	126715776	chr8	127568395	127571827	loop_name_569	1	252101	600	0	0	34.304879	143.929993	3.31706	6.21208	34.99708	18.53272	6.36465	8.11733	21.99716	34.31681	0	0	224	0	0	0	13.2323	7.41959	21.12149	3.09284	385.65	0	142.8	182.29	1597.28	919.37	0	6250919912	0	0
chr17	38224408	38229893	chr17	39843546	39846640	loop_name_570	1	8083	34	0	0	4.26938	138.975006	0	10.38804	18.53293	39.89123	9.57441	10.42928	6.88472	64.75996	0	0	33	70	0	0	5.97869	15.61859	8.38284	0	0	0	0	108.93	0	952.02	229371684	1553980857	0	0
chr6	27110906	27119217	chr6	27638999	27641746	loop_name_571	2	201	21441	0	0	87.271301	19.8846	0	0	67.98055	15.43259	6.36935	0	71.66794	10.33719	0	0	0	0	107.45	0	38.02931	4.74838	3.92522	3.0156	0	0	449.21	0	767.3	2007.1	0	0	2820	24
chr11	65654166	65660775	chr11	65727941	65730139	loop_name_572	2	404	120	0	0	100.644997	138.731995	8.44883	0	33.73029	27.87163	47.61416	21.78985	40.11897	50.84913	0	0	139	0	335.82	231.33	21.70599	8.24513	3.89531	0	477.35	0	529.44	0	1442.78	1133.64	6368787034	5521264329	850	182
chr9	130715961	130719362	chr9	130739818	130744714	loop_name_573	3	4669	546	0	0	18.89877	130.009198	0	2.71794	27.74095	76.10585	13.38861	11.90717	16.47102	49.7488	0	0	25	11	0	0	6.97939	24.87201	14.71563	11.31621	189.02	0	0	0	139.21	109.58	0	10720920583	0	45.5
chr10	114161786	114166605	chr10	114234453	114237837	loop_name_574	1	28240	28841	0	0	2.60563	4.98984	13.99175	0	7.47866	12.12273	9.48302	5.88918	7.33725	13.94693	0	0	0	49	0	0	15.16922	6.87534	9.3652	3.2138	380.24	0	0	0	162.33	0	0	0	0	0
chr19	17416022	17424120	chr19	17558315	17562609	loop_name_575	3	266	1086	15.5	0	214.844604	63.456298	6.66591	0	87.27316	42.45633	25.68113	0	110.73642	26.90197	0	0	73	60	132.44	0	12.58007	7.67546	12.04428	2.73009	0	387.4	0	324.5	1389.4	281.97	1114835307	333628787	377	0
chr9	137214989	137220294	chr9	137257103	137261389	loop_name_576	1	667	11895	0	0	177.466904	7.81829	0	0	63.38632	20.18817	12.17114	21.09959	72.81121	8.50783	0	0	0	10	0	0	18.59997	4.8938	8.90786	5.25846	0	0	357.31	0	238.47	0	27306395901	1921633884	0	0
chr2	226903550	226933821	chr2	226977572	227004136	loop_name_577	61	88824	16656	0	62.5	2.14003	17.96815	30.53397	16.37847	52.30812	64.00806	24.14617	50.84583	86.52585	95.83864	0	0	0	7	0	0	34.25211	64.67742	23.96758	41.0241	1407.03	3028.55	131.8	785.86	197.87	949.72	680769586	0	66	0
chr12	76014579	76019721	chr12	76241982	76245722	loop_name_578	1	111732	181704	0	0	2.14003	0	5.57216	0	7.5431	9.66271	0	0	2.92564	14.64137	0	0	27	0	0	0	17.01485	65.76346	5.65349	5.36656	116.02	0	295.41	0	521.63	0	0	0	0	0
chr3	45132364	45136259	chr3	45179262	45183191	loop_name_579	1	53602	6687	37	0	0	7.76882	19.64316	12.43898	5.33259	16.0331	21.95909	16.86509	5.76212	7.85996	2.76676	0	0	0	0	0	5.86686	5.59034	3.73514	5.82727	0	0	0	0	254.61	0	90267579	135540298	1197	0
chr6	88180665	88184528	chr6	88298483	88301075	loop_name_580	1	46	6	0	0	127.319	152.419006	0	0	23.93437	18.63733	7.45919	27.31501	29.86136	39.12066	0	0	0	0	422.86	330.4	4.4447	2.41082	0	0	0	0	0	150.13	1282.9	941.89	2645482145	1589394737	0	86.5
chr6	125473335	125477385	chr6	125517644	125520477	loop_name_581	2	25	98	0	0	144.792007	3.26297	0	0	34.40921	5.27163	6.29078	2.77964	34.01034	5.21078	0	0	116	0	0	0	6.31415	2.6673	0	3.72816	0	0	143.37	0	225.65	0	3387843021	0	157	0
chr1	36849868	36854169	chr1	36928225	36931166	loop_name_582	1	491	344	0	0	127.676003	161.653255	0	5.77161	31.17725	29.07624	8.94646	8.78078	60.98749	30.78581	0	0	0	0	124.62	0	14.21464	6.88628	2.70562	0	0	0	0	0	3278.74	3100	1216086698	1034038601	0	278
chr14	68637886	68641775	chr14	69243766	69249019	loop_name_583	1	349522	14238	0	0	0	9.94764	0	0	11.19727	17.68644	0	0	0	10.62262	0	0	0	0	0	0	9.84801	7.98072	4.79853	13.39654	119.52	194.76	0	0	0	0	0	0	0	0
chr3	50352952	50360426	chr3	50605720	50608070	loop_name_584	1	3592	312	30.5	0	96.113901	157.992996	14.2333	0	55.4578	30.75408	18.93041	6.20372	52.71207	36.47771	0	0	91	0	0	143.53	25.70176	6.56183	19.11025	0	0	0	163.56	0	412.37	754.38	3776883491	1518201475	423	0
chr17	40759774	40762885	chr17	40818360	40821050	loop_name_585	1	28	8403	0	0	212.8927	0	0	5.40266	45.93066	10.26955	26.37588	0	90.57363	10.34468	0	0	12	0	0	0	16.62684	5.29101	0	3.75944	0	0	0	0	446.64	248.96	611422798	0	159	90
chr10	71889889	71894134	chr10	72090009	72093266	loop_name_586	1	678	44897	0	0	118.007004	3.99996	4.29688	0	40.44041	15.87976	7.61536	6.04285	50.88607	8.42178	0	0	5	31	0	0	5.68835	2.69448	9.08992	3.76804	0	0	0	0	0	181.96	3810302742	144183060	0	0
chr8	123700846	123703778	chr8	123792787	123797378	loop_name_587	1	4033	1182	0	0	12.077	112.43	0	0	18.03936	24.7548	0	0	6.72483	29.26767	0	0	0	7	0	0	3.07553	3.28568	5.6329	0	180.23	0	0	362.53	100.33	1512.66	0	10151136570	0	20
chr3	45730043	45732395	chr3	46203931	46207162	loop_name_588	1	486	44285	0	0	138.264999	9.94764	0	0	23.04889	13.59764	10.4746	0	30.696	6.71669	0	0	11	33	464.16	0	6.02089	4.09333	0	3.72008	0	136.71	0	0	1097.88	150.43	1326200381	0	0	0
chr1	24017681	24020311	chr1	24115158	24119744	loop_name_589	1	727	195	0	0	157.654999	132.657399	6.0685	3.97674	27.29776	28.17816	19.56674	9.20495	43.34943	38.07774	0	0	58	6	205.32	415.22	6.18879	13.18372	0	6.66235	0	0	109.33	0	2587.49	2567.88	168128478	313532585	965	0
