loop	type
chr4 186036105 186042841 chr4 186344607 186349190 . 7	pro-weak_enh
chr14 56681168 56690398 chr14 57045045 57049545 . 4	pro-weak_enh
chr11 65458761 65461672 chr11 65694208 65697538 . 17	pro-weak_enh
chr3 4381712 4383360 chr3 5806648 5812758 . 1	pro-weak_enh
chr1 203250264 203253067 chr1 203660234 203664205 . 4	pro-inactivate
chr19 14535315 14537654 chr19 14549744 14552730 . 31	pro-inactivate
chr4 177238355 177246059 chr4 178240136 178242414 . 1	pro-pro
chr22 22953512 22955635 chr22 23374035 23381581 . 2	pro-weak_enh
chr12 121633729 121637728 chr12 121703027 121706260 . 20	pro-strong_enh
chr13 113287080 113303867 chr13 113393376 113396475 . 19	pro-inactivate
chr16 30903195 30910082 chr16 31151462 31154950 . 29	pro-pro
chr6 14863782 14865399 chr6 15792208 15795818 . 1	pro-inactivate
chr16 2931883 2935099 chr16 2940312 2941627 . 51	pro-pro
chr15 50975707 50981879 chr15 51053763 51060129 . 65	pro-pro
chr10 74215134 74216684 chr10 74663223 74666194 . 1	pro-strong_enh
chr22 20924741 20928475 chr22 22854963 22865227 . 2	pro-strong_enh
chr12 110431523 110439307 chr12 110886281 110889764 . 10	pro-pro
chr19 39887316 39905708 chr19 41425963 41427912 . 2	pro-pro
chr22 23022072 23033720 chr22 23246942 23248297 . 1	pro-weak_enh
chr15 52106550 52109709 chr15 52134210 52139435 . 1	pro-strong_enh
chr5 126178532 126184613 chr5 127413414 127422516 . 3	pro-weak_enh
chr20 34040481 34046077 chr20 34249992 34254287 . 87	pro-pro
chr11 117880923 117884581 chr11 118268441 118274980 . 3	pro-strong_enh
chr16 67299695 67304921 chr16 67999097 68005410 . 1	pro-inactivate
chr12 53188272 53193313 chr12 53227702 53230805 . 4	pro-inactivate
chr7 45177399 45181610 chr7 45192349 45194197 . 1	pro-strong_enh
chr22 18391310 18408720 chr22 19828283 19847466 . 5	pro-weak_enh
chr1 43470630 43475746 chr1 45185819 45189680 . 1	pro-strong_enh
chr17 74174712 74177516 chr17 74325383 74326720 . 2	pro-inactivate
chr1 161589317 161597839 chr1 162313827 162333488 . 3	pro-strong_enh
chr14 20641844 20654778 chr14 21962334 21968818 . 2	pro-weak_enh
chr1 25087689 25094075 chr1 25737358 25742416 . 1	pro-strong_enh
chr11 11010632 11012705 chr11 12887710 12894850 . 1	pro-inactivate
chr1 228364784 228367632 chr1 228638929 228648737 . 16	pro-strong_enh
chr22 36862789 36867577 chr22 38081105 38084207 . 1	pro-weak_enh
chr3 101203295 101204743 chr3 101236096 101238996 . 3	pro-strong_enh
chr19 46079746 46082035 chr19 46261188 46284863 . 2	pro-strong_enh
chr15 40718854 40720156 chr15 40839986 40869542 . 23	pro-strong_enh
chr7 1541164 1548435 chr7 2609082 2617977 . 1	pro-pro
chr10 97881601 97893346 chr10 99182371 99190218 . 9	pro-pro
chr14 34492161 34538540 chr14 35096444 35101343 . 16	pro-weak_enh
chr5 169704305 169708346 chr5 171576825 171578585 . 1	pro-weak_enh
chr1 15835147 15861170 chr1 16838195 16843379 . 2	pro-strong_enh
chr19 49710479 49715699 chr19 49951135 49959668 . 21	pro-strong_enh
chr7 91023767 91026018 chr7 91760466 91766405 . 3	pro-inactivate
chr8 106363361 106370469 chr8 106462611 106464751 . 1	pro-strong_enh
chr10 7375144 7382040 chr10 7445985 7454504 . 51	pro-inactivate
chr10 124891447 124901700 chr10 126403691 126408980 . 1	pro-pro
chr19 49369221 49384529 chr19 50859067 50868657 . 3	pro-pro
chr3 126695488 126710794 chr3 127302106 127324253 . 28	pro-strong_enh
chr5 76057913 76060164 chr5 76084908 76087727 . 2	pro-strong_enh
chr6 15283446 15315152 chr6 15753687 15755536 . 2	pro-weak_enh
chr19 50365799 50383352 chr19 51013259 51016257 . 10	pro-weak_enh
chr1 22191482 22194594 chr1 24113568 24121149 . 1	pro-strong_enh
chr2 85529201 85566985 chr2 85640032 85652326 . 745	pro-strong_enh
chr13 52174696 52177143 chr13 52484563 52506101 . 2	pro-inactivate
chrX 109373372 109385444 chrX 109471238 109474168 . 2	pro-inactivate
chr20 3385893 3390504 chr20 3746042 3751132 . 2	pro-inactivate
chr4 48191964 48194338 chr4 48635511 48638850 . 1	pro-inactivate
chr19 16185153 16192082 chr19 17579330 17582091 . 3	pro-inactivate
chr5 94998927 95001170 chr5 95051367 95075788 . 270	pro-strong_enh
chr8 6304585 6306930 chr8 6413587 6415370 . 1	pro-weak_enh
chr17 47501011 47503623 chr17 47813239 47821704 . 8	pro-weak_enh
chr17 26309132 26317315 chr17 27221417 27237352 . 1	pro-weak_enh
chr3 185013228 185018517 chr3 186498690 186511504 . 1	pro-weak_enh
chr17 76178581 76185975 chr17 76833980 76839991 . 4	pro-pro
chr19 49254418 49260281 chr19 50177707 50183709 . 5	pro-inactivate
chr19 45391695 45397756 chr19 45958194 45960941 . 2	pro-pro
chr20 5698723 5702446 chr20 5749654 5752113 . 4	pro-strong_enh
chr1 1204903 1211303 chr1 1366596 1372109 . 9	pro-pro
chr16 89447516 89451774 chr16 89645891 89648714 . 1	pro-weak_enh
chr1 40625105 40631065 chr1 41326969 41336762 . 5	pro-pro
chr1 226084118 226088331 chr1 227124173 227134231 . 1	pro-strong_enh
chr7 98708940 98711239 chr7 98722336 98730173 . 33	pro-inactivate
chr8 23028167 23031043 chr8 23345294 23357563 . 12	pro-inactivate
chr10 105674817 105682997 chr10 106010253 106025493 . 58	pro-pro
chr5 78529619 78536074 chr5 78842118 78844584 . 5	pro-pro
chr6 17724197 17726240 chr6 17966871 17975096 . 2	pro-inactivate
chr20 60755478 60763452 chr20 61058584 61065138 . 19	pro-pro
chr19 3612028 3615022 chr19 4203583 4205538 . 2	pro-inactivate
chr3 47097854 47100227 chr3 47202300 47209112 . 14	pro-weak_enh
chr12 112120491 112126381 chr12 112274233 112286280 . 113	pro-pro
chr2 112944167 112947867 chr2 113457577 113459814 . 1	pro-strong_enh
chrX 154269730 154289665 chrX 154870293 154872547 . 1	pro-weak_enh
chr12 132626595 132630741 chr12 133402648 133407859 . 4	pro-pro
chr1 151567893 151569869 chr1 151733851 151738402 . 5	pro-weak_enh
chrX 40819347 40831341 chrX 41300501 41303029 . 1	pro-strong_enh
chr7 100200420 100204371 chr7 101537829 101572171 . 1	pro-pro
chr9 80571404 80577581 chr9 82184448 82189597 . 1	pro-weak_enh
chr21 43883018 43886744 chr21 44374268 44377098 . 7	pro-strong_enh
chr13 20285728 20289929 chr13 21336188 21360153 . 1	pro-inactivate
chr19 14190042 14194405 chr19 14226826 14230636 . 73	pro-inactivate
chr9 130563130 130568162 chr9 130671618 130683381 . 63	pro-pro
chr6 43841943 43848958 chr6 43927671 43942949 . 17	pro-inactivate
chr3 48752061 48757140 chr3 48775903 48782166 . 71	pro-pro
chr1 184017870 184024410 chr1 185498468 185503247 . 1	pro-pro
chr20 48760471 48772678 chr20 49287763 49296002 . 10	pro-strong_enh
chr19 47548651 47553392 chr19 47815405 47820393 . 1	pro-inactivate
chr19 55835664 55837799 chr19 56183268 56191007 . 2	pro-pro
chr14 73775926 73780680 chr14 74350426 74357491 . 5	pro-inactivate
chr1 156425569 156428305 chr1 157230202 157234206 . 1	pro-strong_enh
chr2 11364952 11387645 chr2 11604416 11608186 . 52	pro-strong_enh
chr2 122185608 122189290 chr2 122659221 122661637 . 1	pro-strong_enh
chr2 55253043 55255484 chr2 55286552 55287788 . 6	pro-inactivate
chr11 61617785 61622023 chr11 62603373 62612138 . 2	pro-strong_enh
chr21 45612954 45618179 chr21 45626113 45628544 . 65	pro-strong_enh
chr17 38536168 38538161 chr17 38631295 38633065 . 1	pro-weak_enh
chr21 35132902 35135576 chr21 35262601 35280713 . 7	pro-strong_enh
chr8 145925562 145928105 chr8 146226119 146232613 . 5	pro-strong_enh
chr14 23472960 23483284 chr14 24581401 24587276 . 14	pro-pro
chr1 27558451 27564116 chr1 27716692 27722416 . 2	pro-inactivate
chr7 129647285 129652340 chr7 129689801 129692252 . 12	pro-strong_enh
chr9 101623426 101625431 chr9 101792157 101794537 . 1	pro-inactivate
chr17 46562766 46571676 chr17 46645446 46664679 . 762	pro-weak_enh
chr12 494299 500571 chr12 771710 773975 . 1	pro-pro
chr11 3872059 3894421 chr11 4627673 4630728 . 2	pro-weak_enh
chr3 6580941 6586359 chr3 6684918 6686664 . 1	pro-inactivate
chr11 65485807 65490482 chr11 65762049 65778011 . 25	pro-pro
chr3 196293522 196300128 chr3 197352584 197358006 . 2	pro-pro
chr1 10568914 10575150 chr1 12134574 12143175 . 1	inactivate-strong_enh
chr10 101768460 101770758 chr10 102026010 102029088 . 2	pro-inactivate
chr9 139007424 139013547 chr9 139403178 139408942 . 1	pro-pro
chr1 15865962 15875020 chr1 16374309 16385209 . 12	pro-pro
chr18 77719544 77722836 chr18 77791535 77798822 . 10	pro-strong_enh
chr6 32803483 32807648 chr6 33236289 33250763 . 1	pro-pro
chr14 39581429 39585683 chr14 39784457 39788290 . 38	pro-pro
chr14 102391939 102396950 chr14 102779368 102788617 . 2	pro-weak_enh
chr11 93393175 93398585 chr11 93715063 93718517 . 3	pro-pro
chr9 90059096 90062095 chr9 90084017 90085652 . 9	pro-strong_enh
chr22 20030062 20036232 chr22 20275851 20291127 . 4	pro-weak_enh
chr2 73219043 73221494 chr2 73449141 73478018 . 1	pro-inactivate
chr15 45070762 45078898 chr15 45084447 45088174 . 51	pro-weak_enh
chr13 95944563 95945783 chr13 97898913 97917133 . 3	pro-strong_enh
chr6 13270242 13278536 chr6 13603459 13605739 . 4	pro-weak_enh
chr19 11637917 11644137 chr19 11931270 11933612 . 2	pro-pro
chr22 29659405 29667850 chr22 30699646 30702592 . 2	pro-pro
chr13 52484563 52506101 chr13 53086993 53089025 . 3	pro-weak_enh
chr3 53162089 53167116 chr3 53199345 53202011 . 26	pro-pro
chr12 110367347 110370526 chr12 110715450 110724833 . 1	pro-inactivate
chr1 160506947 160522671 chr1 161184000 161185937 . 4	pro-weak_enh
chr10 104355973 104365889 chr10 104501242 104507303 . 75	pro-strong_enh
chr13 48804550 48812398 chr13 49104129 49110131 . 37	pro-pro
chr6 17855175 17895704 chr6 18267835 18271334 . 16	pro-strong_enh
chr17 56567506 56572439 chr17 56590442 56598022 . 80	pro-inactivate
chr12 27173765 27177323 chr12 27247308 27248621 . 1	pro-pro
chr7 99866687 99870721 chr7 100207778 100213253 . 1	pro-pro
chr1 149781067 149786480 chr1 150477265 150491101 . 2	pro-inactivate
chr1 65894268 65896099 chr1 65902100 65904817 . 7	pro-strong_enh
chr16 31127596 31130818 chr16 31722913 31727765 . 3	pro-pro
chr17 15857991 15864796 chr17 16282809 16287250 . 13	pro-inactivate
chr19 7716392 7718392 chr19 8453404 8456971 . 1	pro-inactivate
chr3 47176499 47178745 chr3 47841882 47847091 . 1	pro-inactivate
chr6 24401224 24406283 chr6 26165055 26177230 . 1	pro-pro
chr1 109815453 109828549 chr1 111456801 111463125 . 1	inactivate-weak_enh
chr19 4840338 4842391 chr19 4864979 4872100 . 28	pro-strong_enh
chr1 154577572 154583062 chr1 155240212 155248627 . 6	pro-pro
chr14 73956414 73959876 chr14 74189547 74198688 . 18	pro-pro
chr2 73509955 73512838 chr2 74178538 74180403 . 1	pro-strong_enh
chr22 31361552 31368228 chr22 32143027 32152682 . 4	pro-pro
chr1 87899986 87903781 chr1 88251756 88253299 . 2	pro-inactivate
chr12 129301287 129303724 chr12 129306381 129310783 . 3	pro-inactivate
chr1 162387503 162392485 chr1 162438606 162442633 . 10	pro-weak_enh
chr22 22960719 22963517 chr22 23374035 23381581 . 3	pro-weak_enh
chr9 131530208 131535897 chr9 131625343 131626950 . 10	pro-pro
chr16 67430069 67434181 chr16 67805893 67809164 . 1	pro-strong_enh
chr6 34281975 34297120 chr6 34350518 34362207 . 603	pro-weak_enh
chr19 504949 519440 chr19 1630682 1635455 . 1	pro-strong_enh
chr18 2318132 2332374 chr18 2515817 2517089 . 2	pro-inactivate
chr12 50947674 50950555 chr12 52402724 52405924 . 1	pro-inactivate
chr12 123306713 123308195 chr12 123590133 123593408 . 2	pro-strong_enh
chr2 19983346 19988711 chr2 20115260 20117381 . 1	pro-strong_enh
chr4 1192972 1196923 chr4 1298464 1305398 . 1	pro-strong_enh
chr8 130880919 130885188 chr8 131053353 131060711 . 3	pro-inactivate
chr6 13580194 13583231 chr6 13658760 13685937 . 37	pro-inactivate
chr16 84757294 84777845 chr16 85402693 85419375 . 13	pro-weak_enh
chr8 125699488 125701762 chr8 125894813 125915174 . 8	pro-inactivate
chr3 151259845 151262842 chr3 151390855 151394729 . 4	pro-strong_enh
chr19 18313501 18317777 chr19 18940701 18946213 . 2	pro-pro
chr5 140975688 141001674 chr5 141291355 141309663 . 51	pro-weak_enh
chr6 15518950 15526149 chr6 15566994 15573025 . 14	pro-inactivate
chr17 72458094 72462137 chr17 73235462 73237905 . 1	pro-inactivate
chr3 195916669 195926024 chr3 196694584 196699014 . 1	pro-weak_enh
chr5 149226598 149234522 chr5 149427823 149433821 . 1	pro-inactivate
chr20 32294923 32300318 chr20 32689718 32706732 . 13	pro-strong_enh
chr8 38850611 38859249 chr8 38874502 38875654 . 7	pro-pro
chr14 70113147 70128045 chr14 70157233 70172922 . 454	pro-weak_enh
chr13 80033188 80034488 chr13 80039694 80043412 . 2	pro-strong_enh
chr4 38242442 38247206 chr4 40177093 40179350 . 1	pro-strong_enh
chr17 29148023 29155409 chr17 29638067 29643156 . 10	pro-pro
chr2 86112898 86119383 chr2 87815341 87819124 . 1	pro-pro
chr1 185012481 185018109 chr1 185138124 185140634 . 2	pro-inactivate
chr10 27387982 27390562 chr10 27790384 27796742 . 6	pro-pro
chr20 35393734 35409006 chr20 37359373 37360614 . 1	pro-pro
chr20 39190384 39193815 chr20 40317926 40327726 . 1	pro-strong_enh
chr10 4887051 4894558 chr10 5575942 5599469 . 74	pro-strong_enh
chr5 60626447 60629993 chr5 61878316 61882528 . 1	pro-inactivate
chr11 67117357 67127119 chr11 67865927 67868477 . 2	pro-pro
chr6 3345836 3358431 chr6 5257964 5264430 . 5	pro-weak_enh
chr10 120863704 120865153 chr10 121189287 121191910 . 2	pro-pro
chr6 38605335 38609527 chr6 38745710 38748039 . 2	pro-inactivate
chrX 154001475 154017052 chrX 154269730 154289665 . 3	pro-weak_enh
chr13 34251915 34254678 chr13 34386215 34408130 . 3	pro-inactivate
chr5 149103916 149132832 chr5 149670851 149675682 . 12	pro-inactivate
chr17 37005563 37012402 chr17 37684649 37689456 . 2	pro-pro
chr3 4840907 4882643 chr3 5465577 5475789 . 9	pro-weak_enh
chr3 176741264 176748850 chr3 176995237 177003783 . 31	pro-weak_enh
chr15 65474253 65480116 chr15 65865721 65867588 . 1	pro-pro
chr6 34429095 34432544 chr6 34687376 34692353 . 3	pro-inactivate
chr17 55061994 55064438 chr17 56427650 56433859 . 2	pro-strong_enh
chr22 38963931 38968602 chr22 39187601 39192177 . 4	pro-pro
chr3 4461310 4463979 chr3 4666304 4702840 . 5	pro-strong_enh
chr22 23111586 23118652 chr22 23360272 23361855 . 3	pro-strong_enh
chr15 64235537 64239419 chr15 64678236 64681377 . 1	pro-inactivate
chr6 51027096 51030450 chr6 52213011 52237334 . 4	pro-strong_enh
chr1 247091395 247097247 chr1 248069057 248071672 . 1	pro-pro
chr9 94472018 94474853 chr9 95084876 95091705 . 1	pro-inactivate
chr12 123318543 123322746 chr12 123447134 123453141 . 13	pro-inactivate
chr16 19530356 19539050 chr16 20954348 20958874 . 5	pro-pro
